year,title,era,type,region,summary,confidence
3058,Birth of Noah-Son of Lamech,DFC,DFC,,"The DFC date for the birth of Noah is 182 years and 36 days after the birth of his father, Lamech. CD#211 is one-fifth of the number of completed years since Creation Week. The 600th year of Noah and the death of Methuselah, in the year of the Flood, would come 600 years and 120 days after this event. CD#211 is the DFC date for events happening between 3061 BC and 3057 BC.",
3072,Death of Seth-Son of Adam at 912,DFC,DFC,,The DFC date of the death of Seth is 912 years and 182 days from his birth. CD#208 is one-fifth of the number of completed years since Creation Week. CD#208 is the DFC date for events happening between 3076 BC and 3072 BC.,
3127,"""Rapture"" of Enoch-Son of Jared at 365",DFC,DFC,,Enoch is “raptured”. He does not die. The DFC date of his “rapture” is 365 years and 73 days after his birth. CD#197 is one-fifth of the number of completed years since Creation Week. CD#197 is the DFC date for events happening between 3131 BC and 3127 BC.,
3184,Death of Adam-Son of God at 930,DFC,DFC,,The DFC date for the death of Adam is 930 years and 183 days from his creation on the sixth day of Creation Week. The DFC date for the birth of Noah is only 112 years and 22 days after the DFC date of Adam’s death. This puts Noah birth less than three forty-year generations from the life of Adam. CD#186 is one-fifth of the number of completed years since Creation Week. CD#186 is the DFC date for events happening between 3186 BC and 3182 BC. This is a very important patriarchal DFC date.,
3240,Birth of Lamech-Son of Methuselah,DFC,DFC,,"The DFC date for the birth of Lamech is 187 years and 38 days after the birth of his father, Methuselah. Lamech is the father of Noah. CD#175 is one-fifth of the number of completed years since Creation Week. CD#175 is the DFC date for events happening between 3241 BC and 3237 BC.",
3427,Birth of Methuselah-Son of Enoch,DFC,DFC,,"The DFC date for the birth of Methuselah is 65 years and 13 days after the birth of his father, Enoch. Methuselah is the father of Lamech. CD#137 is one-fifth of the number of completed years since Creation Week. CD#137 is the DFC date for events happening between 3431 BC and 3427 BC.",
3492,Birth of Enoch-Son of Jared,DFC,DFC,,"The DFC date for the birth of Enoch is 162 years and 32 days after the birth of his father, Jared. Enoch is the father of Methuselah. CD#124 is one-fifth of the number of completed years since Creation Week. CD#124 is the DFC date for events happening between 3496 BC and 3492 BC.",
3654,Birth of Jared-Son of Mahalalel,DFC,DFC,,"The DFC date for the birth of Jared is 65 years and 13 days after the birth of his father, Mahalalel. Jared is the father of Enoch. CD#92 is one-fifth of the number of completed years since Creation Week. CD#92 is the DFC date for events happening between 3656 BC and 3652 BC.",
3719,Birth of Mahalalel-Son of Cainan,DFC,DFC,,"The DFC date for the birth of Mahalalel is 70 years and 14 days after the birth of his father, Cainan. Mahalalel is the father of Jared. CD#79 is one-fifth of the number of completed years since Creation Week. CD#79 is the DFC date for events happening between 3721 BC and 3917 BC.",
3790,Birth of Cainan-Son of Enosh,DFC,DFC,,"The DFC date of birth for Cainan is 90 years and 18 days after the birth of his father, Enosh. Cainan is the father of Mahalalel. CD#65 is one-fifth of the number of completed years since Creation Week. CD#65 is the DFC date for events happening between 3791 BC and 3987 BC.",
3880,Birth of Enosh-Son of Seth,DFC,DFC,,"The DFC date of birth for Enosh is 105 years and 21 days after the birth of his father, Seth. Enosh is the father of Cainan. CD#47 is one-fifth of the number of completed years since Creation Week in 4115 BC. CD#47 is the DFC date for events happening between 3981 BC and 3977 BC.",
3985,Birth of Naamah-Daughter of Lamech by Zillah,EDFC,EDFC,,"It is estimated that Naamah is born three years and one day after her father Lamech takes two wives. This date would mean she was born the same DFC date as Seth, son of Adam.",
3985,Birth of Seth-Son of Adam,DFC,DFC,,"Seth is the firstborn in the “sacred line” or “blessed” heirs of Adam and Eve. The lineage of Jesus can be traced back though Seth to Adam. The sacred line of Jesus, through Joseph, the husband of Mary, is found in Matthew 1:1-17. This unique section of Scripture uses 14 consecutive 40-year spans for connecting generations, rather than the actual birth order of father and son. The sacred line of Jesus, through his mother, Mary, can be found in Luke 3:23-38. In contrast, the “secular line” refers to the descendants of Cain. Many of Cain’s descendants are named in order of birth, without giving the age of the father at the time of the heir’s birth. There is no way to precisely track secular line descendants in a Timeline. Those who follow in the secular line are generally historic enemies of their brothers in the “sacred line”. Jacob and Esau, Isaac and Ishmael, would be good examples of family lines that are frequent enemies in history. \pThe birth of Seth is the first DFC date that can be accurately measured from the number of years from Creation given in the Biblical text. The DFC date of birth for Seth is 130 years and 26 days after Creation Day 3 of Creation Week. Seth is born 130 years and 23 days after the creation of his parents, Adam and Eve on Creation Day 6 in 4115 BC. Seth is the father of Enosh. Jesus would come from the patriarchs passing through King David. The Calendar Day Number (CD#26) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#26 is the DFC date for events happening between 3986 BC and 3982 BC.",
3986,Birth of Jubal-Son of Lamech by Adah,EDFC,EDFC,,"It is estimated that Jubal is born two years and one day after his father, Lamech takes two wives. Like all DFC and EDFC dates in the Bible Timeline, the Calendar Day Number (CD#26) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#26 is the DFC date for events happening between 3986 BC and 3982 BC.",
3987,Birth of Jabal-Son of Lamech by Adah,EDFC,EDFC,,"It is estimated that Jabal is born one year after his father, Lamech takes two wives. The Calendar Day Number (CD#25) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#25 is the DFC date for events happening between 3991 BC and 3987 BC.",
3987,Birth of Tubal-Cain-Son of Lamech by Zillah,EDFC,EDFC,,"It is estimated that Tubal-Cain is born one year after his father, Lamech takes two wives. The Calendar Day Number (CD#25) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#25 is the DFC date for events happening between 3991 BC and 3987 BC.",
3988,Lamech-Son of Methushael Takes Two Wives,EDFC,EDFC,,It is estimated that Lamech takes two wives seventeen years and three days after his birth. The Calendar Day Number (CD#25) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#25 is the DFC date for events happening between 3991 BC and 3987 BC.,
4005,Birth of Lamech-Son of Methushael,EDFC,EDFC,,"Lamech is the great-great-great-great-grandson of Adam and Eve. It is estimated that Lamech is born 20 years and 4 days after his father, Methushael. The Calendar Day Number (CD#22) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#22 is the DFC date for events happening between 4006 BC and 4002 BC.",
4025,Birth of Methushael-Son of Mehujael,EDFC,EDFC,,"Methushael is the great-great-great-grandson of Adam and Eve. It is estimated that Methushael is born 20 years and 4 days after his father, Mehujael. The Calendar Day Number (CD#18) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#18 is the DFC date for events happening between 4026 BC and 4022 BC.",
4045,Birth of Mehujael-Son of Irad,EDFC,EDFC,,"Mehujael is the great-great-grandson of Adam and Eve. It is estimated that Mehujael is born 20 years and 4 days after his father, Irad. The Calendar Day Number (CD#14) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#14 is the DFC date for events happening between 4046 BC and 4042 BC.",
4065,Birth of Irad-Son of Enoch,EDFC,EDFC,,"Irad is the great-grandson of Adam and Eve. It is estimated that Irad is born 19 years and 4 days after his father, Enoch. The Calendar Day Number (CD#10) is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#10 is the DFC date for events happening between 4066 BC and 4062 BC.",
4084,Birth of Enoch-Son of Cain,EDFC,EDFC,,"Enoch is the grandson of Adam and Eve. It is estimated that Enoch is born 30 years and 6 days after the birth of his father, Cain. The Calendar Day Number (CD#6) for an EDFC event is one-fifth of the number of completed years since Creation Day 3 of Creation Week. CD#6 is the DFC date for events happening between 4086 BC and 4082 BC.",
4085,Cain and Abel Make an Offering to the Lord,EDFC,EDFC,,"Cain and Abel present an offering to the Lord. Cain is estimated to be 30 years old when this event happens. Both Cain and Abel had apparently received instructions on making a sacrificial offering to God. These instructions are not recorded in the text of Scripture. It does appear that one way God measures loyalty and obedience in a person’s heart is by the attitude of giving to Him. Cain was a tiller of the ground and Abel took care of sheep. Like many farmers today, Cain and Abel probably raised both crops and animals but tended to specialize in one or the other so they would be able to offer either type of sacrifice. Both occupations appear to be respectable to God. It is the condition of the servant’s heart that is of concern to God. Like all DFC and EDFC dates from this point on in the Bible Timeline, the Calendar Day Number (CD#6) is one-fifth of the number of years since Creation Day 3 of Creation Week. CD#6 is the DFC date for events happening between 4086 BC and 4082 BC.",
4085,The Lord Does Not Respect Cain's Offering,EST,EST,,"Hebrews 11:4 records that Abel’s offering was an act of faith in giving God the best of what he had produced in the form of the firstborn of his flock. Both brothers knew what God expected from them. Abel was obedient to God and Cain was not. When Cain realized his offering was not acceptable to God he became very angry. Instead of repenting of his sin, Cain was disappointed and angry with God. God warns Cain that if he remains disobedient, Sin will crouch at the door like a lion waiting to jump on its prey. Cain does not heed God’s warning and sin takes its tragic course.",
4085,Cain Murders Abel,EST,EST,,"Since Cain cannot direct his anger toward God and refuses to be obedient to God’s commands, he decides to take his anger out on his brother Abel and kills him. This is the first murder in history. Cain’s motive of jealousy over his brother’s righteousness is mentioned in 1 John 3:12 and Jude 11. For more commentary, see the MacArthur Study Bible for extensive notes and references regarding this event.",
